tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
33,team89,team75,2012-04-28,champ4,,,,,,,,,,,3,1,1
15,team214,team334,2014-12-06,champ2,"player205464, player164568, player37672","player10160, player4501, player48575, player148332","player164610, player177828, player173474","player205423, player86142, player209882, player177924, player50078, player164872, player85519, player72434, player173474, player138096, player8693",player177828,"player203562, player184535, player61105","player198588, player66882, player145621, player147774","player203562, player181390, player58117","player93032, player94365, player13592, player67813, player172849, player132043, player114478, player181390, player4106, player37399, player58526",,2,1,1
17,team285,team313,2014-12-08,champ11,,,,,,,,,,,2,0,1
13,team326,team115,2014-11-23,champ8,,,,,,,,,,,3,1,1
29,team120,team24,2015-05-24,champ11,,,,,,,,,,,2,2,0
1,team18,team158,2012-07-22,champ11,"player165599, player39763",,,"player39734, player157302, player64760, player170969, player99224, player14196, player200010, player30486, player65472, player175769, player208168",,"player29652, player139336, player180372",,"player70210, player197300, player99483, player66308, player12099","player19845, player12099, player51955, player66308, player99483, player197300, player92700, player173899, player70210, player63617, player126275",,2,1,1
15,team192,team52,2010-11-27,champ2,"player204140, player128608","player93291, player43233, player128389, player185233, player207196",,"player33231, player204312, player146735, player183000, player36745, player9421, player135215, player123942, player78186, player22118, player154669",,"player193212, player119246, player98394","player16690, player64064, player196490, player112178",player157067,"player150154, player157302, player157067, player55612, player201242, player125567, player50900, player48148, player206409, player59443, player150010",,7,1,1
29,team254,team307,2010-03-20,champ3,,,,,,,,,,,4,1,1
23,team246,team189,2014-02-08,champ13,,,,,,,,,,,4,1,1
13,team317,team235,2016-12-22,champ10,,,,,,,,,,,2,0,1
14,team95,team320,2010-11-27,champ4,,,,,,,,,,,3,0,1
4,team322,team90,2010-09-11,champ2,,,,,,,,,,,2,1,1
13,team38,team59,2011-11-19,champ4,"player5636, player130709, player138749",,player14736,"player127000, player24766, player146871, player94998, player14736, player100971, player149842, player91252, player148113, player121791, player44929",,"player97130, player138331, player17842",,player81416,"player32023, player195915, player182655, player201943, player81416, player49110, player21044, player73007, player140624, player96879, player47258",,0,1,2
36,team178,team252,2013-05-10,champ3,,,,,,,,,,,3,0,1
1,team325,team275,2016-08-07,champ12,,,,,,,,,,,1,2,2
35,team189,team347,2015-05-03,champ13,,,,,,,,,,,1,2,2
16,team265,team309,2012-12-10,champ6,,,,,,,,,,,0,2,2
35,team258,team200,2014-04-25,champ6,,,,,,,,,,,2,0,1
33,team310,team192,2012-04-11,champ2,,,,,,,,,,,1,0,1
8,team247,team195,2016-09-18,champ0,,,,,,,,,,,3,0,1
1,team81,team289,2012-01-23,champ13,"player79508, player75602, player110023",,player121104,"player58691, player45392, player131526, player121104, player10940, player194446, player76009, player160920, player26771, player166954, player153560",,"player148238, player176335, player23933",,"player17716, player27147, player75930","player85593, player27147, player12351, player75930, player80555, player204434, player100326, player212277, player78867, player124752, player17716",,3,0,1
8,team68,team44,2015-09-20,champ1,,,,,,,,,,,5,1,1
25,team322,team214,2011-02-02,champ2,,,,,,,,,,,1,0,1
3,team144,team333,2011-09-18,champ6,"player52698, player149042, player80216",,"player142522, player7412, player52698, player31081","player9998, player142522, player167578, player20157, player7521, player99254, player44974, player199610, player31081, player17812, player99930",,"player25257, player86273, player17845",,player96337,"player144432, player96337, player152967, player86680, player22317, player47630, player75849, player135366, player204591, player121315, player42206",,1,0,1
31,team178,team183,2013-04-07,champ3,,,,,,,,,,,5,0,1
22,team42,team72,2014-02-01,champ13,"player69884, player172139","player139979, player18130, player166593, player3744, player162027","player6923, player110391","player32937, player50225, player139541, player30439, player110391, player6984, player181390, player188227, player136476, player159174, player113939",player6923,"player33769, player78400, player116438","player47612, player34474, player142386, player65025, player67095","player135187, player58117","player58245, player17576, player148910, player152055, player182419, player144295, player23092, player187728, player135187, player111494, player7909",,2,3,2
20,team182,team315,2016-03-13,champ11,,,,,,,,,,,2,0,1
17,team341,team38,2010-12-19,champ4,"player41290, player29670, player42505","player197037, player14381, player205492","player176373, player171734, player141124","player179335, player117527, player24301, player171734, player52737, player176373, player25625, player92151, player42159, player73684, player141124",,"player142784, player83884, player5636","player90295, player210600, player53256, player27993",player173386,"player30622, player87472, player94998, player28110, player132621, player210560, player173386, player6860, player148113, player121791, player44929",,3,5,2
20,team175,team200,2011-01-16,champ6,,,,,,,,,,,1,1,0
17,team315,team158,2015-11-28,champ11,,,,,,,,,,,2,2,0
3,team37,team343,2011-08-20,champ3,"player165961, player173102, player96069",,"player72817, player119537, player157572, player9596","player132813, player122087, player143586, player98644, player112486, player9596, player82508, player157572, player119537, player72817, player68762",,"player144403, player22758, player16961",,"player167043, player206705, player144403","player9338, player9280, player75182, player54081, player177468, player97853, player156135, player167043, player206705, player44041, player190974",,1,1,0
12,team250,team246,2012-11-19,champ13,"player22281, player170136, player2268",,player71372,"player27541, player109722, player45327, player109698, player212167, player69129, player143095, player134839, player199174, player34668, player71372",,"player52394, player16479, player34228",,"player78615, player40496, player173681","player84241, player173681, player78615, player94475, player40496, player194223, player176132, player187728, player140424, player59692, player16805",,4,0,1
8,team102,team246,2014-10-17,champ13,"player153356, player205658, player194831",,"player108871, player127963, player140424","player149940, player127963, player14558, player187528, player120800, player149180, player71177, player164626, player108871, player140424, player131691",,"player137995, player3173, player107353",,"player8218, player137921, player14307, player69598, player19073","player174679, player173681, player8218, player69598, player14327, player19073, player176132, player73789, player98338, player16805, player30936",,0,1,2
32,team95,team60,2011-04-30,champ4,,,,,,,,,,,0,1,2
43,team18,team261,2012-05-06,champ11,,,,,,,,,,,3,1,1
25,team55,team352,2010-02-21,champ6,,,,,,,,,,,1,2,2
24,team183,team307,2010-02-14,champ3,,,,,,,,,,,1,1,0
18,team72,team169,2014-01-04,champ13,,,,,,,,,,,2,0,1
20,team211,team183,2015-01-10,champ3,,,,,,,,,,,3,1,1
5,team248,team329,2010-09-26,champ13,"player11343, player120250, player96029",,"player186809, player81483, player86192, player151336, player96029","player174679, player206557, player183297, player186809, player175417, player86192, player81483, player197220, player3484, player124571, player151336",player151336,"player119503, player86262, player26630",,"player114654, player114147, player108257","player84486, player80123, player106772, player108257, player114239, player135187, player136662, player159015, player24817, player114654, player107272",,0,1,2
10,team106,team307,2009-12-06,champ3,,,,,,,,,,,1,0,1
3,team281,team256,2015-08-29,champ10,,,,,,,,,,,2,2,0
1,team66,team343,2011-08-06,champ3,"player92728, player20520, player98914",,"player153453, player92728","player205159, player109419, player15178, player92652, player105208, player204184, player47309, player98065, player4855, player141311, player153453",,"player144403, player22758, player149327",,"player9280, player44041","player36120, player9280, player75182, player54081, player177468, player97853, player167043, player206705, player103380, player44041, player3153",,2,2,0
5,team138,team134,2018-04-14,champ7,"player74862, player48306, player54117",,,"player46645, player8805, player108870, player46316, player199392, player170984, player124097, player35370, player93054, player88225, player63740",,"player200949, player141994, player151401",,"player1836, player185764","player74322, player82771, player202080, player63449, player1836, player3168, player74242, player185764, player207055, player82822, player156625",,0,0,0
31,team23,team78,2010-03-20,champ2,,,,,,,,,,,2,0,1
17,team340,team195,2015-11-28,champ0,,,,,,,,,,,0,0,0
1,team236,team46,2014-08-17,champ10,,,,,,,,,,,1,3,2
7,team210,team243,2016-10-01,champ10,,,,,,,,,,,0,4,2
33,team342,team49,2015-04-18,champ2,,,,,,,,,,,1,0,1
5,team302,team318,2014-09-28,champ6,,,,,,,,,,,1,1,0
11,team254,team252,2012-11-03,champ3,,,,,,,,,,,1,0,1
3,team316,team86,2015-08-23,champ8,,,,,,,,,,,2,0,1
29,team243,team7,2015-04-18,champ10,,,,,,,,,,,1,0,1
37,team27,team324,2014-05-03,champ2,,,,,,,,,,,3,1,1
27,team29,team274,2011-03-06,champ13,"player132074, player131266, player39432",,player48383,"player70390, player84672, player158020, player70537, player205033, player49450, player48383, player188516, player174050, player120695, player102485",,"player76421, player76698, player151864",,"player122895, player207733, player112345, player138445","player188281, player182324, player78775, player122895, player207733, player138445, player112345, player123285, player145254, player100994, player125235",,2,0,1
13,team329,team29,2014-11-29,champ13,"player96439, player186889, player136580",,"player116378, player57270, player159732, player123738, player34682, player207680, player12673","player47612, player34687, player123795, player12673, player207680, player157605, player159732, player58366, player96029, player57300, player116438",,"player67085, player48383, player118580",,"player120695, player15889, player95705","player70390, player95705, player158020, player15889, player21944, player71325, player149145, player211557, player120695, player3920, player179386",,1,2,2
6,team89,team320,2010-09-26,champ4,,,,,,,,,,,2,1,1
14,team337,team222,2015-10-31,champ1,,,,,,,,,,,1,1,0
9,team23,team291,2011-10-23,champ2,"player210836, player12958, player187128","player181133, player20883, player152817, player133559",,"player203838, player89723, player56499, player9755, player113572, player12818, player155338, player166593, player64000, player199697, player179782",,"player57618, player55822, player55097","player166875, player196347, player202396, player133684","player178059, player178356","player19325, player178547, player202592, player178356, player11262, player180794, player178059, player62530, player208094, player179940, player90205",,3,1,1
14,team247,team88,2016-11-06,champ0,,,,,,,,,,,0,1,2
17,team324,team342,2009-11-25,champ2,,,,,,,,,,,3,2,1
29,team179,team283,2012-03-24,champ3,"player186555, player103168, player28239",,player45170,"player102815, player99188, player147195, player49224, player208407, player81374, player46282, player45170, player18382, player98709, player45057",,"player103810, player74830, player142965",,,"player149761, player88501, player210456, player165925, player109281, player154038, player126915, player143448, player100177, player29451, player30596",,2,1,1
13,team29,team169,2013-11-09,champ13,,,,,,,,,,,2,1,1
17,team265,team233,2013-12-22,champ6,,,,,,,,,,,1,1,0
20,team106,team279,2010-01-16,champ3,,,,,,,,,,,1,2,2
29,team129,team87,2011-10-27,champ11,,,,,,,,,,,3,0,1
6,team272,team166,2013-09-29,champ6,,,,,,,,,,,2,2,0
21,team212,team160,2012-02-02,champ6,"player153959, player71483, player63814",,"player144685, player142176","player179095, player42433, player98324, player118768, player136142, player149196, player148400, player142176, player144685, player110187, player77225",,"player157588, player196999, player119415",,,"player167131, player9875, player13215, player159818, player60760, player102137, player191920, player29182, player133895, player137119, player172653",,1,2,2
28,team133,team28,2012-03-18,champ6,,,,,,,,,,,0,0,0
29,team77,team192,2014-03-08,champ2,"player119373, player162264, player22026","player104174, player60634, player39074, player24227",player10225,"player186397, player130944, player148644, player104509, player148572, player209215, player27797, player8309, player120123, player42543, player10225",,"player180924, player73007, player36745","player98553, player43233, player209629, player185233",player210061,"player212043, player204312, player55612, player165515, player146634, player182798, player210061, player78186, player110693, player210836, player154669",,0,3,2
